numero_section	nom_section	contexte_1	contexte_2	classe	notes
2781	Installations de méthanisation de déchets non dangereux ou matière végétale brute à l’exclusion des installations de stations d’épuration urbaines	Méthanisation de matière végétale brute, effluents d’élevage, matières stercoraires, déchets végétaux d’industries agroalimentaires :	La quantité de matières traitées étant inférieure à 30 t /j	2ème classe	
2781	Installations de méthanisation de déchets non dangereux ou matière végétale brute à l’exclusion des installations de stations d’épuration urbaines	Méthanisation d’autres déchets non dangereux		1ère classe	
2782	Installations mettant en oeuvre d’autres traitements biologiques de déchets non dangereux que ceux mentionnés aux rubriques 2780 et 2781 à l’exclusion des installations réglementées au titre d’une autre législation			1ère classe	
2790	Installation de traitement de :			1ère classe	déchets dangereux | ou de déchets contenant des substances dangereuses | - ou préparations dangereuses classées 1171, 1172, 1173, 12XX, 13XX, 14XX et 2255 de la nomenclature des installations classées à l’exclusion des installations visées aux rubriques 1313, 2720, 2760 et 2770.
2791	Installation de traitement de déchets non dangereux à l’exclusion des installations visées aux rubriques 2720, 2760, 2771, 2780, 2781 et 2782. La quantité de déchets traités étant :		Supérieure ou égale à 10 t/j	1ère classe	
2791	Installation de traitement de déchets non dangereux à l’exclusion des installations visées aux rubriques 2720, 2760, 2771, 2780, 2781 et 2782. La quantité de déchets traités étant :		Inférieure à 10 t/j	2ème classe	
2795	Installation de lavage de fûts, conteneurs et citernes de transport de matières alimentaires, de matières dangereuses au sens de la rubrique 1000 de la nomenclature des installations classées ou de déchets dangereux		Supérieure ou égale à 20 m³/j	1ère classe	La quantité d’eau mise en oeuvre étant : | La quantité d’eau mise en oeuvre étant :
2795	Installation de lavage de fûts, conteneurs et citernes de transport de matières alimentaires, de matières dangereuses au sens de la rubrique 1000 de la nomenclature des installations classées ou de déchets dangereux		Inférieure à 20 m³/j	2ème classe	La quantité d’eau mise en oeuvre étant : | La quantité d’eau mise en oeuvre étant :
2910	Combustion à l’exclusion des installations visées par les rubriques 2770 et 2271.		Supérieure ou égale à 20 MW	1ère classe	A - Lorsque l’installation consomme exclusivement, seuls ou en mélange, du gaz naturel, des gaz de pétrole liquéfiés, du fioul domestique, du charbon, des fiouls lourds ou de la biomasse, à l’exclusion des installations visées par d’autres rubriques de la nomenclature pour lesquelles la combustion participe à la fusion, la cuisson ou au traitement, en mélange avec les gaz de combustion, des matières entrantes, si la puissance thermique maximale de l’installation est : | A - Lorsque l’installation consomme exclusivement, seuls ou en mélange, du gaz naturel, des gaz de pétrole liquéfiés, du fioul domestique, du charbon, des fiouls lourds ou de la biomasse, à l’exclusion des installations visées par d’autres rubriques de la nomenclature pour lesquelles la combustion participe à la fusion, la cuisson ou au traitement, en mélange avec les gaz de combustion, des matières entrantes, si la puissance thermique maximale de l’installation est : | C - Lorsque l’installation consomme exclusivement du biogaz provenant d’installation classée sous la rubrique 2781-1 et si la puissance thermique maximale de l’installation est supérieure à 0,1 MW : | D - Groupe électrogène : La puissance totale de l’installation est de :
2910	Combustion à l’exclusion des installations visées par les rubriques 2770 et 2271.		Supérieure à 2 MW, mais inférieure à 20 MW	2ème classe	A - Lorsque l’installation consomme exclusivement, seuls ou en mélange, du gaz naturel, des gaz de pétrole liquéfiés, du fioul domestique, du charbon, des fiouls lourds ou de la biomasse, à l’exclusion des installations visées par d’autres rubriques de la nomenclature pour lesquelles la combustion participe à la fusion, la cuisson ou au traitement, en mélange avec les gaz de combustion, des matières entrantes, si la puissance thermique maximale de l’installation est : | A - Lorsque l’installation consomme exclusivement, seuls ou en mélange, du gaz naturel, des gaz de pétrole liquéfiés, du fioul domestique, du charbon, des fiouls lourds ou de la biomasse, à l’exclusion des installations visées par d’autres rubriques de la nomenclature pour lesquelles la combustion participe à la fusion, la cuisson ou au traitement, en mélange avec les gaz de combustion, des matières entrantes, si la puissance thermique maximale de l’installation est : | C - Lorsque l’installation consomme exclusivement du biogaz provenant d’installation classée sous la rubrique 2781-1 et si la puissance thermique maximale de l’installation est supérieure à 0,1 MW : | D - Groupe électrogène : La puissance totale de l’installation est de :
2910	Combustion à l’exclusion des installations visées par les rubriques 2770 et 2271.	Lorsque le biogaz est produit par une installation de 1ère classe ou par plusieurs installations classées au titre de la rubrique 2781-1		1ère classe	A - Lorsque l’installation consomme exclusivement, seuls ou en mélange, du gaz naturel, des gaz de pétrole liquéfiés, du fioul domestique, du charbon, des fiouls lourds ou de la biomasse, à l’exclusion des installations visées par d’autres rubriques de la nomenclature pour lesquelles la combustion participe à la fusion, la cuisson ou au traitement, en mélange avec les gaz de combustion, des matières entrantes, si la puissance thermique maximale de l’installation est : | C - Lorsque l’installation consomme exclusivement du biogaz provenant d’installation classée sous la rubrique 2781-1 et si la puissance thermique maximale de l’installation est supérieure à 0,1 MW : | A - Lorsque l’installation consomme exclusivement, seuls ou en mélange, du gaz naturel, des gaz de pétrole liquéfiés, du fioul domestique, du charbon, des fiouls lourds ou de la biomasse, à l’exclusion des installations visées par d’autres rubriques de la nomenclature pour lesquelles la combustion participe à la fusion, la cuisson ou au traitement, en mélange avec les gaz de combustion, des matières entrantes, si la puissance thermique maximale de l’installation est : | C - Lorsque l’installation consomme exclusivement du biogaz provenant d’installation classée sous la rubrique 2781-1 et si la puissance thermique maximale de l’installation est supérieure à 0,1 MW : | D - Groupe électrogène : La puissance totale de l’installation est de :
2910	Combustion à l’exclusion des installations visées par les rubriques 2770 et 2271.	Lorsque le biogaz est produit par une seule installation de 2ème classe au titre de la rubrique 2781-1		2ème classe	A - Lorsque l’installation consomme exclusivement, seuls ou en mélange, du gaz naturel, des gaz de pétrole liquéfiés, du fioul domestique, du charbon, des fiouls lourds ou de la biomasse, à l’exclusion des installations visées par d’autres rubriques de la nomenclature pour lesquelles la combustion participe à la fusion, la cuisson ou au traitement, en mélange avec les gaz de combustion, des matières entrantes, si la puissance thermique maximale de l’installation est : | C - Lorsque l’installation consomme exclusivement du biogaz provenant d’installation classée sous la rubrique 2781-1 et si la puissance thermique maximale de l’installation est supérieure à 0,1 MW : | A - Lorsque l’installation consomme exclusivement, seuls ou en mélange, du gaz naturel, des gaz de pétrole liquéfiés, du fioul domestique, du charbon, des fiouls lourds ou de la biomasse, à l’exclusion des installations visées par d’autres rubriques de la nomenclature pour lesquelles la combustion participe à la fusion, la cuisson ou au traitement, en mélange avec les gaz de combustion, des matières entrantes, si la puissance thermique maximale de l’installation est : | C - Lorsque l’installation consomme exclusivement du biogaz provenant d’installation classée sous la rubrique 2781-1 et si la puissance thermique maximale de l’installation est supérieure à 0,1 MW : | D - Groupe électrogène : La puissance totale de l’installation est de :
2910	Combustion à l’exclusion des installations visées par les rubriques 2770 et 2271.	Lorsque le biogaz est produit par une seule installation de 2ème classe au titre de la rubrique 2781-1	supérieure ou inférieure à 10 000 kVA,	1ère classe	A - Lorsque l’installation consomme exclusivement, seuls ou en mélange, du gaz naturel, des gaz de pétrole liquéfiés, du fioul domestique, du charbon, des fiouls lourds ou de la biomasse, à l’exclusion des installations visées par d’autres rubriques de la nomenclature pour lesquelles la combustion participe à la fusion, la cuisson ou au traitement, en mélange avec les gaz de combustion, des matières entrantes, si la puissance thermique maximale de l’installation est : | C - Lorsque l’installation consomme exclusivement du biogaz provenant d’installation classée sous la rubrique 2781-1 et si la puissance thermique maximale de l’installation est supérieure à 0,1 MW : | D - Groupe électrogène : La puissance totale de l’installation est de : | A - Lorsque l’installation consomme exclusivement, seuls ou en mélange, du gaz naturel, des gaz de pétrole liquéfiés, du fioul domestique, du charbon, des fiouls lourds ou de la biomasse, à l’exclusion des installations visées par d’autres rubriques de la nomenclature pour lesquelles la combustion participe à la fusion, la cuisson ou au traitement, en mélange avec les gaz de combustion, des matières entrantes, si la puissance thermique maximale de l’installation est : | C - Lorsque l’installation consomme exclusivement du biogaz provenant d’installation classée sous la rubrique 2781-1 et si la puissance thermique maximale de l’installation est supérieure à 0,1 MW : | D - Groupe électrogène : La puissance totale de l’installation est de :
